URL,Page Type,Priority Tier,Live Fetch Attempted,Fetch Result,HTTP Status If Available,Indexability Evidence,Canonical Evidence,Title Evidence,H1 Evidence,Notes
https://cashahnawaz.com/gujarat-high-court-gst-refund-compensation-cess-itc-coal-exports/,Blog/Article (Case Law),Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-23
https://cashahnawaz.com/allahabad-high-court-gst-demand-beyond-show-cause-notice-quashed/,Blog/Article (Case Law),Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-23
https://cashahnawaz.com/kerala-high-court-gst-itc-reporting-error-section-73-relief/,Blog/Article (Case Law),Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-23
https://cashahnawaz.com/allahabad-high-court-gst-excess-stock-confiscation/,Blog/Article (Case Law),Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-23
https://cashahnawaz.com/supreme-court-gst-summons-vs-proceedings-section-6-2b/,Blog/Article (Case Law),Tier 3,Yes,PARTIALLY VERIFIED — loaded successfully (Batch C fetch); title not surfaced,DATA NOT AVAILABLE (no raw header tool),Meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,"""Supreme Court Clarifies GST Summons vs Proceedings""",lastmod 2026-06-23; content vintage (2024-2025 dates) consistent with lastmod
https://cashahnawaz.com/blog-the-ultimate-guide-to-form-10bd-ngo-compliance-rules-penalties-and-the-transition-to-form-113/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-18
https://cashahnawaz.com/the-ultimate-real-estate-tax-guide-for-buyers-in-india/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-18
https://cashahnawaz.com/allotment-letter-and-bank-payment-saves-from-addition-under-section-562x/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-18
https://cashahnawaz.com/dos-and-donts-for-salaried-persons-itr/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-18
https://cashahnawaz.com/june-2026-important-due-dates/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-15
https://cashahnawaz.com/key-recommendations-of-45th-gst-council-meeting/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-06-07
https://cashahnawaz.com/gst-new-update-due-dates-for-october-2021/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-14
https://cashahnawaz.com/blog-bank-transaction-limits-tax-rules-every-mumbai-freelancer-must-know-2026/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-11
https://cashahnawaz.com/tds-chart-for-fy-2026-27/,Blog/Article,Tier 3,Yes,VERIFIED — loaded successfully (Batch C fetch); title and H1 both captured,DATA NOT AVAILABLE (no raw header tool),Meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),"""TDS Chart For FY 2026-27 - Shahnawaz And Associates""","""TDS chart for FY 2026-27""",lastmod 2026-05-11; content vintage (Income-tax Act 2025 references, new Section 392-394 numbering) consistent with lastmod
https://cashahnawaz.com/avoid-these-common-mistakes-in-writing-books-of-accounts/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/due-date-calendar-for-the-month-of-november-2022/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/the-best-accounting-software-for-small-businesses-in-2023/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/taxation-of-corporations-and-businesses/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/common-accounting-errors-and-how-to-prevent-them/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/important-accounting-concepts-to-ensure-proper-accounting-of-financial-data/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/9-principles-of-accounting-while-writing-books/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/memorandum-explaining-the-provisions-in-the-finance-bill-2023/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/gst-amnesty-scheme-2023/,Blog/Article,Tier 3,Yes,VERIFIED — loaded successfully (Batch C fetch); title and H1 both captured; STALE-CONTENT SIGNAL identified,DATA NOT AVAILABLE (no raw header tool),Meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),"""GST Amnesty Scheme 2023 | Relief For Small Taxpayers""","""GST AMNESTY SCHEME 2023""","lastmod 2026-05-06 but full body text is entirely anchored to a scheme window that closed 30 June 2023, with no visible revision for current relevance — see TECH finding on content-freshness signal"
https://cashahnawaz.com/huf-hindu-undivided-family/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/old-vs-new-tax-regime-which-tax-system-is-better-for-salaried-employees/,Blog/Article,Tier 3,Yes,PARTIALLY VERIFIED — loaded successfully (Batch C fetch); title not surfaced; possible stale slab table with no visible FY/AY label,DATA NOT AVAILABLE (no raw header tool),Meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,"""Old vs New Tax Regime: Which Tax System is Better for Salaried Employees""",lastmod 2026-05-06; slab table shown has no visible year label — cannot confirm from visible content whether it is presented as current
https://cashahnawaz.com/guidance-note-on-provisions-of-direct-tax-vivad-se-vishwas-scheme-2024/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/cbdt-condones-80p-deduction-ay-23-24/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/cbdt-sets-monetary-limit-of-the-authority-in-reduction-waiver-of-interest-under-section-2202-of-the-income-tax-act/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/waiver-of-late-fees-for-gst-annual-return/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/new-income-tax-rules-for-non-residents-operating-cruise-ships-in-india/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/dematerialization-of-shares/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/notes-section-8-company-and-trust/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/sebi-interim-order-gensol-engineering-ltd-2025/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/finance-bill-2026-analysis/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2026-05-06
https://cashahnawaz.com/charitable-trusts-alert-its-time-reapply-for-tax-exemption-before-30th-sep/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2025-09-18
https://cashahnawaz.com/big-relief-for-taxpayers-whose-gst-number-got-canceled-due-to-non-filing-of-gst-returns/,Blog/Article,Tier 3,Yes,PARTIALLY VERIFIED — loaded successfully (Batch C fetch); title not surfaced; STALE-CONTENT SIGNAL identified,DATA NOT AVAILABLE (no raw header tool),Meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,"""Big Relief for Taxpayers whose GST Number got canceled due to non Filing of GST returns""","lastmod 2023-04-08 (oldest-but-one in inventory); body text explicitly states the described relief window (closed 30 June 2023) has ""no further extension"" — content matches its own lastmod vintage, unlike the GST Amnesty Scheme 2023 article"
https://cashahnawaz.com/what-is-the-role-of-accounting-within-a-company/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2023-02-01
https://cashahnawaz.com/what-is-business-accounting-21-tips-for-business-owners/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2022-12-09
https://cashahnawaz.com/central-board-of-direct-taxes-releases-draft-of-common-income-tax-return-form-for-public-consultation/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2022-11-04
https://cashahnawaz.com/how-to-file-gst-registration-process-benefits-penalty/,Blog/Article,Tier 3,Yes,VERIFIED — loaded successfully (Batch C fetch); title and H1 both captured; candidate cannibalization identified,DATA NOT AVAILABLE (no raw header tool),Meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),"""How To File GST Registration : Process, Benefits & Penalty""","""How to file GST Registration – Process, Benefits and Penalty""","lastmod 2022-10-31 — oldest lastmod in the entire 111-URL inventory; topical overlap with the Tier 1 service page /gst-registration-online/ (lastmod 2026-06-18) — see TECH finding on possible content overlap/cannibalization"
https://cashahnawaz.com/finalisation-of-accounts-9-things-you-must-never-miss-out/,Blog/Article,Tier 3,No,NOT VERIFIED — Not attempted this phase.,DATA NOT AVAILABLE (no raw header tool),Listed in XML sitemap (not individually verified),Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,lastmod 2022-08-26
https://cashahnawaz.com/income-tax/,Category Archive,Not Prioritized,Yes,PARTIALLY VERIFIED — loaded successfully (Batch B fetch); title/H1 not surfaced but content type clearly confirmed,DATA NOT AVAILABLE (no raw header tool),wp-system/taxonomy archive; meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,NOT VISIBLE,lastmod 2026-07-22; 9 distinct posts observed reverse-chronological — genuine multi-post archive, no thin-content indication
https://cashahnawaz.com/gst/,Category Archive,Not Prioritized,Yes,PARTIALLY VERIFIED — loaded successfully (Batch B fetch); title not surfaced,DATA NOT AVAILABLE (no raw header tool),wp-system/taxonomy archive; meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,"""GST Related Blogs - Shahnawaz and Associates Consultancy Services""",lastmod 2026-06-15; 10 distinct posts observed spanning ~4.5 years with pagination — genuine multi-post archive, no thin-content indication
https://cashahnawaz.com/mca/,Category Archive,Not Prioritized,Yes,PARTIALLY VERIFIED — loaded successfully (Batch B fetch); THIN archive — only 1 item,DATA NOT AVAILABLE (no raw header tool),wp-system/taxonomy archive; meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,"""MCA Relaxation for Filling E-Forms for FY 2020-21""","lastmod 2026-05-06; only 1 post surfaced followed by ""End of content"" — does not read as a genuine multi-post archive; thin/low-value indexed archive risk — see TECH finding"
https://cashahnawaz.com/accounting-services-blog/,Category Archive,Not Prioritized,Yes,PARTIALLY VERIFIED — loaded successfully (Batch B fetch); title/H1 not confirmable,DATA NOT AVAILABLE (no raw header tool),wp-system/taxonomy archive; meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE — page displays heading-style text but could not be confirmed as a literal <h1>,NOT VISIBLE,"lastmod 2026-07-22; 8 distinct posts observed (Aug 2022–Feb 2023) — genuine multi-post archive; note: newest post dated Feb 2023 despite sitemap lastmod suggesting a much more recent update, not resolved this session"
https://cashahnawaz.com/trademark-registration/,Category Archive,Not Prioritized,No,"NOT VERIFIED — Not attempted this phase as a separate fetch (the PAGE version of this exact URL WAS fetched in Batch A; see that row above)",DATA NOT AVAILABLE (no raw header tool),"DUPLICATE URL of the Service Page row above (same slug listed in both page-sitemap.xml and category-sitemap.xml, lastmod 2026-05-06 for this entry vs. 2026-07-22 for the page entry)",Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,Listed in XML sitemap only — not individually verified this session,"See TECH finding on the trademark-registration collision — LIKELY conclusion per phase-1a-sitemap-audit.md; the one live fetch of this URL (Batch A) returned single-article content, not a multi-item category listing"
https://cashahnawaz.com/others/,Category Archive,Not Prioritized,Yes,PARTIALLY VERIFIED — loaded successfully (Batch B fetch); title/H1 not surfaced,DATA NOT AVAILABLE (no raw header tool),wp-system/taxonomy archive; meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,NOT VISIBLE,lastmod 2026-05-06; 10 distinct posts observed (Nov 2022–Feb 2026) — genuine multi-post catch-all archive, topical coherence low but no thin-content indication
https://cashahnawaz.com/donation/,Category Archive,Not Prioritized,Yes,PARTIALLY VERIFIED — loaded successfully (Batch B fetch); THIN archive — only 1 item,DATA NOT AVAILABLE (no raw header tool),wp-system/taxonomy archive; meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,"""Reporting of Statement of Donation Form 10BD""","lastmod 2026-05-13; only 1 post surfaced, no pagination/""more posts"" observed — thin/low-value indexed archive risk — see TECH finding"
https://cashahnawaz.com/gst-case-law/,Category Archive,Not Prioritized,Yes,PARTIALLY VERIFIED — loaded successfully (Batch B fetch); title not surfaced,DATA NOT AVAILABLE (no raw header tool),wp-system/taxonomy archive; meta robots NOT VISIBLE (tool limitation),NOT VISIBLE (tool limitation),NOT VISIBLE,"""GST Case Law""",lastmod 2026-06-23; 10 distinct posts observed with confirmed pagination beyond page 1 — genuine multi-post archive, no thin-content indication
http://cashahnawaz.com/project-business/trademark-registration/,Other,Not Prioritized,Yes,"PARTIALLY VERIFIED — loaded successfully (Batch B fetch); live content returned, but redirect-vs-duplicate status is genuinely ambiguous",DATA NOT AVAILABLE (no raw header tool),"Not found in XML sitemap; content does not resemble a 404; whether this URL is a live independent duplicate page or a silent same-host redirect to /trademark-registration/ is NOT VERIFIABLE with WebFetch (see general caveat in batch-b-archives-footer.md)",NOT VISIBLE (tool limitation),NOT VISIBLE,"""Trademark Registration Process""",Uses http:// scheme in the linked href; content topic matches the sitemap's /trademark-registration/ page — candidate duplicate content or orphaned legacy URL; see TECH finding
http://cashahnawaz.com/income-tax-return-filling-in-mumbai/,Other,Not Prioritized,Yes,"PARTIALLY VERIFIED — loaded successfully (Batch B fetch); live content returned, but redirect-vs-duplicate status is genuinely ambiguous",DATA NOT AVAILABLE (no raw header tool),"Not found in XML sitemap (double-L ""filling"" typo vs. sitemap's income-tax-return-filing-in-mumbai); content matches the correctly-spelled page; whether this is a live duplicate or a silent redirect is NOT VERIFIABLE with WebFetch",NOT VISIBLE (tool limitation),"""Income Tax Return Filing In Mumbai | ITR Filing Services""","""Income Tax Return Filing In Mumbai | ITR Filing Services""",Uses http:// scheme in the linked href; candidate duplicate content or orphaned legacy URL with an outdated/misspelled slug; see TECH finding
http://cashahnawaz.com/online-tds-return-filing/,Other,Not Prioritized,Yes,"PARTIALLY VERIFIED — loaded successfully (Batch B fetch); live content returned, but redirect-vs-duplicate status is genuinely ambiguous",DATA NOT AVAILABLE (no raw header tool),"Not found in XML sitemap; differs from sitemap's /tds-return-filing-services/; content matches that page; whether this is a live duplicate or a silent redirect is NOT VERIFIABLE with WebFetch (tool's own assessment was internally inconsistent per batch-b notes)",NOT VISIBLE (tool limitation),"""TDS Return Filing Services In Mumbai | Expert CA Support""","""TDS Return Filing Services""",Uses http:// scheme in the linked href; candidate duplicate content or orphaned legacy URL; see TECH finding
